hi,en
"Now I am "" sure #GST सबको ले डूबेगी . #Modiji आप कैसे बचोगे ? यह आपके खिलाफ कोई साजिश है . @PMOIndia
","now i am sure #GST will sink everyone . #Modiji how are you going to be saved ? This is a conspiracy against you . @PMOIndia
"
"@retardedwriter भाई @ROFLaaLa plus Delhi आओ तो Aflatoon ले आना इसके लिए , मैं नहीं ला पाया :-(
","@retardedwriter brother @ROFLaaLa please if you come to delhi then bring aflatoon for him , i couldnt bring
"
"Mandir में जग बनालो नया भगवान आया है #IndVsAus
","make some room in temple for the new god #IndVsAus
"
"talking of bond & skyfall , variety , the children's charity is holding the premiere on nov 7th at sylvia park . tickets @ http / URL
","talking of bond and skyfall , variety , the children's charity is holding the premiere on nov 7th at sylvia park . tickets
"
"@iamankursjain इस साल रोज भी'दे मनाने की सोची है !
","@iamankursjain plans to celebrate birthday every day this year !
"
"Râ € žj'Å ' व Vâ € ¹ Vâ € â € ˜ Â ¤ Ready हो भाई आज की party के लिए
","get ready for today's party
"
"Dear Pakistani fans रखलो match के बाद काम आयेगा Ã ° Å ¸ Ëœâ € šÃ ° Å ¸ Ëœâ € š #IndvsPak https://t.co/2G28VDIvIr
","dear pakistani fans , keep it . it will be useful after the match #IndvsPak https://t.co/2G28VDIvIr
"
"@Alahdin में एक नेक , सीधा साधा सा बन्दा हूँ :-/
","@Alllahdin i am a good person :-/
"
"* obama calls modi ... * "" इस हैलो ट्यून को copy करने के लिए star और 9 दबाएँ ... शुल्क लिया ... ""
","* obama calls modi ... * "" "" press the star and 9 to copy this hello tune ... chark la ... "" ""
"
"कैसे .. अपना number दे कि जाओ सल्लू भाई ...
","go after giving your number to someone sallu brother ...
"
"@NadeemfParacha sir kashmir से फुर्सत मिल जाए तो एक नज़र यहाँ भी दाल lein.https :/ / twitter.com/Faiz_Baluch/status/634064157416030208 ...
","@NadeemfParacha sir kashmir se fursat mil jaye to ek nazar yahan bhi daal lein.https :/ / twitter.com/faiz_baluch/status/634064157416030208 …
"
"हमारी सभ्यता हमारी पहचान ...
","our civiliztion is our identity .
"
"@PoojaMissra TV पर news channels देखना अब हो गया है बेकार .. thanks to prostitutes like #FarziPatrakarRavishKumar
","@PoojaMissra watching news channels on tv has now become boring thanks to biased journalists like #FarziPatrakarRavishKumar
"
"@ColdCigar सब मिले हुए हैं जी
","@ColdCigar everyone is involved
"
"re . i . p
","rest in peace
"
"अब ये सब फालतू की बात करके raina का life खराब मत करो . . .
","don't spoil the life of raina by non-sense talk
"
"पटाखे नहीं लोगों की जलाओ .
","blow people instead of crackers
"
"@tweetingsourav beer pet में नहीं दिल में जाती है
","@tweetingsourav beer does not only goes into the stomach it even goes into your heart
"
"@aanchalator अरेरे घर घर की कहानी . Kader khan rishi kapoor shashikala one
","@aanchalator kader khan , rishi kapoor , and shashikala's "" ghar ghar ki kahani "" .
"
"Shahenshah Akbar was angry with Salim Shahenshah Arvind is angry with Salim too . Anarkali @ashutosh83B नाच रही है
","king akbar was angry with salim . king arvind is angry with salim too . anarkali @ashutosh83B is dancing
"
"@BabaFirki तो दारू पीना चालू कर दिया ? : - O
","@BabaFirki did you start drinking alcohol ?
"
"@balliawalebaba मेरा प्यार Sagarika है .. Barkha नहीं
","@balliawalebaba i love sagarika not barkha
"
"@Sanjoyjpr Thank you sir ... उम्मीद करता हूँ मेरी वजह से आपको कोई दोस्त नहीं गंवाना पड़ेगा
","@Sanjoyajpr thank you sir ... i hope you won't lose any friends because of me
"
"@MeetUunngLee तुझे कुछ याद दिलाते हो , तो इस Weekend आने वाला है . नहीं तो फिर conference call
","@MeetUunngLee let me remind you something , you are going to come this weekend . otherwise conference call
"
"Hello IT ? यार computer हैंग होगया है . Restart भी नहीं हूँ रहा_क्स 000D_ IT : एक बार restart कर के देख लो .
","hello it ? friend computer has got hanged . it is not even restarting_x 000D_ it : try restarting once
"
"@69fubar आये आये captain
","@69fubar ahh ahh captain ! !
"
"#RightToPrivacy अब देखता हूँ कौन मेरे Bathroom वाली
","#RightToPrivacy let me see now who will take the picture of me in the bathroom
"
"RT @KyaUkhaadLega : Afridi : देख भाई , अपनी pace वाच्य छोड़ , ऐसी पकड़ और spin करने की practice कर . #IndvsPak https://t.co/EgBEGL9iFD
","RT @KyaUkhaadLega : Afridi : look brother , leave pace , etc hold like this and practise spinning . #IndvsPak https://t.co/EgBEGL9iFD
"
"your all updates are just so awesome . . ! ! ! !
","your all updates are just so awesome
"
"इस बात से साफ हो जाता है के कानून के हाथों से लंबा अपना बाबूराव hai.https :/ / twitter.com/abpnewstv/status/628545892665004033 ...
","it is clear from this that baaburaav is taller than law's hands . https://twitter.com/abpnewstv/status/628545892665004033 …
"
"@Alahdin @YearOfRat LOL . यहाँ आकर फिर हर growth हुई है
","@Alllhdin @YearOfRat Laughing out Loud . At this point there has been re-hair growth
"
"ये आदमी है या पजा , , , , , कभी arvind को छोड़ खेत है कभी modi को , , , , media वालों अन्ना को गर्म दूध पहलाओ
","is this guy a man or a pajama , , , , , sometimes calls arvind a thief , sometimes modi , , , , media give anna a glass of hot milk
"
"@Bheja_frai भाई कोई नहीं है
","@Bheja_frai dude doesn't have it .
"
"भाई आप तो best है बजरंगी भाईजान अतिबाब होगी
",")
"
"@G0v_GK हंसने के लिए कुछ हो तो भेजो
","@GV_Gak send something if you want to laugh
"
"जो जैसा दूसरों के साथ करता है उसके साथ ऐसा ही होता है .. he cheated दादा ...
","you will reap as you sow . He cheated dada ..
"
"आज की party #Bhai की तरफ से .
","today ’ s party from #Bhai side .
"
"the boys are hot ! ! #streakin big win tonight let's do er again tomorrow ! #keepitrollin
","the boys are hot ! #streakin big win tonight . let's do it again tomorrow ! #keepitrollin
"
"@Psilosophy भाई तो raendey . Lucknow की बिरयानी को अपने नापाक इरादों के लिए इस्तेमाल किया तुमने
","@Psilosophy brother , leave it . You used the Lucknow biryani for Lucknow ki biryani ko apne napaak irado ke liye istemaal kiya tumne
"
"Stupido mentioned me . बस किस्मत खुल गई . वाहे गुरु जी दा लख लख shukrhttps :/ / twitter.com/Stupidosaur/status/750327659989651456 ...
","stupido mentioned me . my luck has opened . wow , guruji , thanks a lot https://twitter.com/Stupidosaur/status/750327659989651456 …
"
"@Champ_Nikk तेरे दुख सिर्फ़ Sunny Leone समझ सकती है
",")
"
"Retweeted PMO India ( @PMOIndia ):
","retweeted prime minister's office India ( @PMOIndia ):
"
"@SaleemChikna वह गांडू ने phone नहीं उठाया
","@SaleemChikna , that mad man didn't pick up my phone .
"
"इन्हें Demonetization की spelling बी नहीं aati.https :/ / twitter.com/ArvindKejriwal/status/805744517005524996 ...
","he dosen't even know the spelling of demonetization.https :/ / twitter.com/ArvindKejriwal/status/805744517005524996 …
"
"लो आ गया मैं ... salman का fan ... स्वागत नही क्रोज हमारा ?
","and here i am , salman's fan , won'n you welcome me ?
"
"@scratchysingh भाई मजाक कर रहे हैं delete कर दी plus @The_Sleigher
","@scratchysingh brother its just for fun . delete it please @The_Sleigher
"
"@someUSER है bob . ' me fine . tomorrow is a holiday here , all souls ' day ' in the 15th republic day , another holiday . now i'm a little busy ...
","@someUSER hello bob , i'm fine . tomorrow is a holiday here , all souls ' day and the 15th republic day , another holiday . now i'm a little busy ...
"
"@Humor_Donor कहे over-analyse कर रहें हैं जनाब ? Oscar लायक joke थोड़े ही है . :P
","@Humor_Donor why are you over-analysing sir ? it is not worth an oscar
"
"@ammoloaded Woohoo ! Bangladesh मतलब Rohit की century पक्की
","@ammoloaded Woohoo ! bangladesh means rohit's century is confirmed
"
"hahaha LOL . मेरी सर्दी ने फाड़ दी है
","hahaha laugh out loud . i am in a very bad condition because of cold .
"
"you will be pride of bharath @DuttYogi bharath माता की जय https://t.co/yAHwxgvU0m
","you will be pride of bharath @DuttYogi all hail mother india https://t.co/yAHwxgvU0m
"
"#ThingsYouShouldntSayAfterSex पैसे कितने हुए ? ?
","#ThingsYouShouldntSayAfterSex How much money ?
"
"बहुत खूब . . . ऐसा english environment रहा तो guddu को oxford university में जाने से कोई नहीं रोक सकता :p :)
","very good . if the english environment stays like this then no one can stop guddu from going to oxford university :p :)
"
"@coolfunnytshirt यहाँ पर सभी फक्र है .
","@coolfunnytshirt everyone is proud here
"
"बाप के साथ चाय पीते हुए photo निकाले ? Disrespect of Islam . एक plate फतवा parcel please.https :/ / twitter.com/MohammadKaif/status/892622247235653632 ...
","Took photo of drinking tea with my father ? disrespect of islam . one plate fatwa please . https://twitter.com/MohammadKaif/status/892622247235653632
"
"@Sychlops मुझे Islam कबूल है
","@Sychlops i accept islam
"
"@Ra_Bies Sir आज मत रोको कल monday है
","@Ra_bs sir don't stop today tomorrow is dead
"
"@Lala_The_Don अब की बार Bihar में भी Modi Sarkaar #GoodByeNitishKumar
","@Lala_The_Don this time modi government also in Bihar #GoodByeNitishKumar
"
"बस contra और mario होता था ! :d
","only contra and mario were there
"
"@abhisar_sharma : चिरकुट Patrakar Mahoday ... HYD पर ही ध्यान लगाओ .. , वहाँ TRP निकलती है .
","@abhisar_sharma : patrakar mahoday concentrate on hyedrabad there you can get a lot of trp
"
"@Stuffcool appoints #LinTeractive as its digital partner । ET BrandEquity https://t.co/cJvOWQ3540 @MLLGroup #Lowe
","$
"
"LOL ! इतने बड़े भी ambitions नहीं है . देश का दामाद नहीं बनाना
","lol ! i don't have such huge ambitions . i don't want to become the son-in-law of the country
"
"तू है कि नहीं ? ' [ Missing मांगेगी ]
","you are there are not ? [ missing maggi ]
"
"@TweetErrant बाई टू India America के बीच वार करवाएगा
","@TweetErrant brother you will cause a war between india and america .
"
"Cc @opindia_com भाई कुछ करो इनका
","@opindia_com do something of them , brother
"
"sir excellent ... amitji की meeting के बाद से कल से मेहुल काफी positive हुआ है ...
","sir excellent ... the environment is very positive after amit sir's meeting yesterday ...
"
"@KameeniChhori most important , कोई हाथ पकड़े तो गली मत पड़ जाऊँ
","@KameeniChhori Most importantly if someone holds your hand then don't take it for granted
"
"आपने यह सबको बतायाकि हैं इंसान हैतब हिंदू your musalmanNd india your Pakistan . ... बात पता नहीं क्यों लोग समझाते निबट कोई नहीं One day they will realize .
","you told everyone that we are human first then we are indian or paskistani , but i don't know why people don't realize it , one day they will realize .
"
"अभी घर पे हूँ but थोड़ी देर बाद going to office . . . :-(
","but now i am at home going after a while
"
"Kejriwal : हम उस wor की CBI जांच करवाएंगे ! #IndvsPak #BleedBlue
","Kejrivl : we will conduct cbi inquiry of that runout ! #Indwsfk #bledblua
"
"@huh_watnow दारू पीना चालू ? चाँद तो देख लेती पहले
","@huh_watnow have you started drinking liquor ? You should have at least had a look at the moon
"
"अब इस पर भी outrage करेंगे lights :/ / twitter.com/emilyford1/status/744859040627437568 ...
","people will again get outraged by this . https://twitter.com/emilyford1/status/744859040627437568 …
"
"ले भई में मूतने गया और Virat out ! ! #SorryGuys
","see bro I went to pee and Virat got out ! ! #SorryGuys
"
"@LaliJogan37 हम आप पसन्द हो क्योकि आप जमीन से जुड़े हुए हैं :)
","@LaliJogan37 we are fond of you because you always stay on the ground
"
"India beats UAE now price of petrol & diesel hiked ... और हरलो UAE को :) / / /
","India beats UAE now price of petrol & diesel hiked ... try to win against UAE ko :) / / /
"
"@iamsrk he wrote this > @iamjimmyjinx â ˜ º अच्छा लिखा है ðŸ ˜ ' ðŸ ˜  https://t.co/CfNjn0X5v3
","@iamsrk he wrote this > @iamjimmyjinx â ˜ º accha likha hai ðŸ ˜ ’ ðŸ ˜ https://t.co/CfNjn0X5v3
"
"who would go see @someUSER with me at dear constitution hall on sunday evening ?
","who would go see @someUSER with me at there constitution hall on sunday evening ?
"
"तो अपनी बीवी से बर्तन मंजवाता है ?
","you make your wife wash the dishes ?
"
"@balliawalebaba गति में परिवर्तन जरूरी
","@balliawalebaba change required change of pace
"
"Kejriwal and Ujwal Nikam can make a great pair . Nikam can * cook up * some बिरयानी और Kejriwal रहित फैलाएगा
","kejriwal and ujwal nikam can make a great pair . nikam can cook up some biryani and kejriwal will mess up things .
"
"ये देखो @MeetUunngLee को पप्पियाँ मिलती है online.https :/ / twitter.com/imcomplicated__/status/715054698265452546 ...
","see this @MeetUunngLee gets kises online . https://twitter.com/imcomplicated__/status/715054698265452546 …
"
"music picks : or . केले , leonard cohen , cat power : for 11/2 grace potter & the nocturnals the wiltern if anyone should . . . http / URL
","music picks : r . kelly , leonard cohen , cat power : friday 11/2 grace potter & the nocturnals , the wiltern if anyone should http / URL
"
"@Being_Humor ची kurla का नाम मत ले .. पूरी TL बसने लगती है @AdvancedMaushi
","@Being_Humor yew ! please don't take kurla's name . the entire timeline starts getting filled @AdvancedMaushi
"
"बहूत अच्छा किया , पकाऊ है @LoKarDi_RT
","did very well . @LoKarDi_RT is boring
"
"@arshikyy अभी भी time हैं पार्थ बाबा shouldn't use slang and talk bad .. Nor drink and smoke .. गधा कहींका ðŸ ˜ ' पर दिल का अच्छा हैंðÿ ˜ -
","@arshikyy there is still time parth baba shouldn't use slang n talk bad .. Nor drink and smoke
"
"तू चाहे बह जाएँ तो लौट के आएगा , ये जो देस है तेरा , swades है तेरा तुझे है पुकारा - Old Monk
","even if you flow away , you will come back , this your country , your swades , it is calling you - Old Monk
"
"@Atheist_Krishna भिखारी के घर भीख मांग रहे हो , यहां खाने पीने की वंदे है
","@Atheist_Krishna you are begging at beggars home , here there are problems of eating and drinking
"
"Garba मा धूम मची जाए रे pic.twitter.com/IvmlZSKocx
","we have a very good garba pic.twitter.com/IvmlZSKocx
"
"यह आजादी वाली तो इसके लिए छोड़ दो .
","leave this freedom girl for him .
"
"@Atheist_Krishna तो साले claim करता है तो Sunny Leone से मिला है .. हम proof मांगते है क्या ? ? @Being_Humor
","@Atheist_Krishna you claim that ypou have met sunny leone , do we ask for proof ? @Being_Humor
"
"अभी मोड़िए के भक्तो #GST के बाद क्या सस्ता हुआ है . तुम लोग 10 चीज daily use वाली बातो #GSTLoot
","everybody modi fan #GSTwhat got cheaper you tell me any 10 general use products #GSTLoot
"
"@White_Crimes तुम ये मेरे साथ जबर्दस्ती कर रहे हो ना ? :-/
","@White_Crimes you do it with me forcefully .
"
"Gujjus से ' डाकू धुनवू छू '
","gujjus say , "" head over ""
"
"RT @BeingSalmanKhan : Happy Birthday to my Sultani Arfa #SultanKiJaan @SultanTheMovie @AnushkaSharma . https://t.co/bII4Ij71bg
","retweet @BeingSalmanKhan : happy birthday to my sultani arfa #SultanKiJaan @SultanTheMovie @AnushkaSharma . https://t.co/bII4Ij71bg
"
"कामचोर इंसान बेघर वजह की भीख मांगता है .
","lazy man begs with weak reasons .
"
"RT @sadhavi : सुना है - शहज़ादी की "" घर वापसी "" हो रही है .. Soon to be made the President of @INCIndia ! डूब गई नय्या ! @suhelseth #
","retweet @sadhavi : i've heard that the prince is returning . soon he is going to be made the president of @INCIndia ! the boat has drowned ! @suhelseth #
"
"तुझे कोई और समझा लिया , माफी
","I am sorry , i thought you were someone else
"
"#GST is distant cousin of @SunielVShetty : मैं तुम्हें समझ आ जाऊँ ऐसा हो नहीं "" सकता और तुम मुझे समझ जाओ ऐसा मैं होने नहीं दूंगा
","#GST is distant cousin of @SunielVShetty : i am understood by you , this is not possible , and you understand me , i will not let this happen .
"
"@ruchikokcha यह भी है
","@ruchikokcha this is also .
"
"थप्पड़ से डर नहीं लगता साहब , Mumbai police से लगता है . #PossibleDabangg3Dialogue
","i am not afraid of slap sir , i am afraid of mumbai police . #PossibleDabangg3Dialogue
"
"बुरा न मानो , Modi हैं .
","Don ’ t get hurt , its modi
"
"RT @taran_adarsh : #RRajkumar movie review : Doesn't work . It is Prabhu Dheva's weakest Hindi film to date ! http://t.co/7PED6IdvXm
","retweet @taran_adarsh : #RRajkumar movie review : doesn't work . it is prabhu dheva's weakest hindi film to date ! http://t.co/7PED6IdvXm
"
"RT @Faller18 : @timesofindia people know successful bidder of Kingfisher brand should also carry the bad image created around Mallaya by media & we
","RT @Faller18 : @timesofindia people know that successful bidder of kingfisher brand should also carry the bad image created around mallya by media .
"
"@Sarcusstic @Marwaari दोनों मिलो कभी
","@Sarcusstic @Marwaari both meet sometime
"
"भाई पिछले world cup ind vs england match में साला एक टांग पे खड़ा था . . .
","brother , last world cup in india va england match i was standing on one feet
"
"@Mocksterr thanks bro , लड़कियों ने मुझे cadburys gems समझ कर निगला है
","@Mocksterr thanks brother , girls have swallowed me considering me cadbury gems
"
"Thanks to #HugDay mind has been humming टट्टी आई है आई है टट्टी आई है , entire day .
","thanks to #hugday mind has been humming poop is coming poop is coming entire day
"
"@Madan_Chikna LOL . Raj जबर्दस्ती ? में Virar train के लिए रुका हूँ
","@Madan_Chikna laugh out loud . forcefully raj ? i am waiting for virar train .
"
"@Insane_chorri मुझे क्या पता ? में तो innocent हूँ .
","@Insane_chorri what would i know ? i am innocent .
"
"guddu से बड़ा तो बात है :p
","guddu is smaller in height than bat
"
"i think i fell in love with a h10 girl . but i live in h13 . is it possible to maintain a long distance relationship ?
","$
"
"@ImRaina है क्या तुम हम सबको Happy Mahashivratri wish करोगे ? hhmm
","@ImRaina hey will you wish Happy Mahashivratri all of us ?
"
"#Jio का slim तो सब के पास है "" लेकिन उसका number खुद को भी पता नहीं होता 0
","everybody has a sim of #Jio "" but even we dont know our number
"
"मतलब यहां पर अपनी बहन को क्यों घुसना है ? https://twitter.com/pigeonladyX/status/753245590767665153 ...
","meaning why do your sister have to enter here ? http : / / twitter.com/pizonnalyx/states/753245590767665153…
"
"Nature's way of telling its India's day #today .. #IndvsSA Yes we will break the jinx .. #Phatake आज फोड़ेंगे ..
","Nature's way of telling it's India's day #today #IndvsSA Yes we will break the jinx #Phatake aaj phodenge .
"
"@ek_samosa_dena 9 Nov के बाद ठंडे पड जायेंगे सब . #BiharKaJaichandShatrughan
","@ek_samosa_dena after 9th nov everyone will calm down . #BiharKaJaichandShatrughan
"
"@dashhtweets ज्यादा hosiery मत दिखाओ
","@ Dashahatvits don't show much hosiery
"
"Kejri : इस लड़की ने मेरे सामने मुंह क्यों cover किया है Dr : Sir मुंह पे गाली सुनोगे .. अच्छा lagegapic.twitter.com/rgxlUAB2PN
","Kejri : Why is she covering her face in front of me.Dr : would you like to get abused on your face , would it feel good ? pic.twitter.com/rgxlUAB2PN
"
"thank you to all of our parents & amp
","guidance staff for our annual academic signing day on thursday ! i'll post photos soon !
"
"Misbah to Butler : कुछ अच्छा सा खिला दो यार , हार गए ! :( Shoaib Akhter : तू Rehem का , Rehem . उसी के लायक है #AUSvPAK
","misbah to butler : feed me some good food , we lost Shoaib Akhter : you just eat mercy , you deserve that #AUSvPAK
"
"@APoonia19 बीता time देखो .. आप सोये नहीं
","@APoonia19 son , see the time , you haven't slept
"
"@kingjulian147 @Alahdin खुल्लम खुल्ला प्यार करेंगे him दोनों
","@kingjulian147 @Allahdin lets love each other at the fullest
"
"i want jenelle to come over tomorrow . i need someone to watch netflix and eat mac & amp
","cheese with .  .
"
"I Wonder who it is ? :-P do i get beer and pizza as well m2k ?
","i wonder who it is ? do i get beer and pizza as well m2k ?
"
"@indiantweeter thanks भाई . आज modiji जिंदा होते तो कितना खुश होते .
","@indiantweeter Thanks brother . Today if modi sir was alive then he would have been so happy .
"
"ओये . . . मैंने आज तक mario की कोई stage नहीं हारी . . मौहल्ला champion थी . . . लड़कियां इसमें भी अवल
","hey .  .  . i have never lost in a stage of mario .  . mauhala was champion .  .  . girls top even in this
"
"@Gott_Partikel जोर से बोलो BHARATMATAKIJAI
","@Gott_Partikel say out loudly BHARATMATAKIJAI
"
""" मुझे states के नाम न सुनाई देती है न दिखाई देती है , सिर्फ एक मुल्क का नाम "" - NaMohttps :/ / twitter.com/wbpolice/status/804395369245216768 ...
",""" i am unable to hear the name of the states , only the name of the nation "" - NaMohttps :/ / twitter.com/wbpolice/status/804395369245216768 …
"
"सभी exited है कि pakistan हेड ... अरे ये कोई नई बात है क्या ... #IndvsPak
","all excused that pakistan will be defeated ... is this a new thing ... #IndvsPak
"
"एक चमत् मारू , खाओगे ?
","i will give you one slap , want it ?
"
"अगर मुसलमान को चैलेंज दे रहे हों तो बारो movie में भर दे झोली वाली केवली क्यों अड़ की ? ? ?
","if you are challenging muslim then brother why did you remember bhar de jholi's kavali in movie ?
"
"#Surgicalstrikes का credit लेने की जरूरत नहीं है ; सिर्फ आप ( PM ) नहीं "" पूरा देश Army के साथ है : Cong ' s Mallikarjun Kharge in LS
","there is no need to take credit for #Surgicalstrikes , not just you ( prime minister ) , the whole country is with the army : congress ’ s mallikarjun kharge in lok sabha
"
"@Sharanyashettyy बुरा लगता है जब Mecca Madina / Vatican से compare होता है .. कब तक tent house में रहेंगे Ram लल्ला ? ? आखिर कबतक ? ?
","@Sharanyashetiya looks bad when mekka gets clothes from medina or vatican .. how long will ram lalla stay in the tent house . till when
"
"@shivanimehra86 तुमको देखा है मैंने Dilli की सड़कों पर , Okhla . पक्का . मेरी शक्ल ? यह lopic.twitter.com/CKkRvPJu7I
","@shivanimehra86 i have seen you in the streets of the okhla city of delhi , for sure . my face ? take this pic.twitter.com/CKkRvPJu7I
"
"खेजड़ी सल्लो का चमचा है , जागो हिन्दू जागो
","kejri is sycophant of sullo , wake up hindus wake up
"
"Hahaha अभी तो qualify भी नहीं हुई है , Wenger होगा तो नहीं जीतेंगे , अगर Wenger हट गया फिर तो अगले 4 साल तक नहीं जीतेंगे !
","hahaha not even qualified yet , wenger will not win , if wenger withdraws then he will not win for next 4 years !
"
"मैं तो family के साथ tv ही देख रही हूँ new year eve me . . सबसे मस्त new year celebration . . . . . :-d
","i am watching tv with my family on the new year eve . it's the best of all new year celebration .
"
"@Fussy_Ca भाई अब तो तुझे डर लगने लगा है
","@Fussy_Ca brother now i am frightened of you .
"
"project की deadline पर दौड़ते थे , बाकी time तो "" अरे कर लेंगे बहुत time है "" . . . . . . . . . .
","Were used to run on the deadline days , on other days - "" Will do it , have too much time "" .
"
"@maham2910 जो काम नहीं होता छोड़ते नहीं है जब ताक कोई kick ना मरे ... Today he got his kick from कंदील . वादा Superhero
","@maham2910 those who don't work promptly never change unless they get a kick.today he got his kick from qandeel . what a superhero !
"
"@BeingReva कहाँ थी आप .. बड़े दिन बाद दर्शन हुए
","@BeingReva where were you .. got to see you after many days
"
"@teelu9540 plans क्या है ?
","@teelu9540 what are the plans ?
"
"its november already .. christmas will be here soon , then new year , then valentine's day then graduation ? ! ? !
","its november already .. christmas will be here soon , then new year , then valentine's day then graduation ? ! ? !
"
"#LaluMuktBihar is like afford मुक्त अंचार
","#LaluMuktBihar is like pickle without mold
"
"Sunday को सुनहा ऐसे आँख खुल जाती हैजेसी मुझे हलवा पूरी बेचने जाना होã ° Å ¸ ËœÂ ¢ Ã ° Å ¸ ËœÂ © Ã ° Å ¸ Ëœâ € ™
","on sunday morning my eyes open up as if i have to go to sell halwa puri .
"
""" eleanor was just a fan when she met louis "" it's funny bc she probably wasnt a fan like she may have known who they were but she wasn't a fan
",""" eleanor was just a fan when she met louis "" it's funny she probably wasnt a fan like she may have known who they were but she wasn't a fan
"
"i love you जान मुह सोना मेरे ...
","i love you very much honey
"
"वैसे तो @ArvindKejriwal सिर्फ Sonia / Sisodia / Sanjay की ही सुनते हैं पर इस बार @chetan_bhagat की सुन ली और #AugustaWestland पे मुह खोलदिया वह
","@ArvindKejriwal listens only to Sonia / Sisodia / Sanjay but this time , he spoke about @chetn_bgt and #AugustaWestland . wow
"
""" बड़ों की इज्जत करो "" ठीक है , किसकी बड़ी है यहाँ ?
",""" Respect elders "" Okay , whose elder is it here ?
"
"@sheetal_here यह मेरा काम नहीं है lol . I was asleep . मेरे @OpIndia_com team सब record करती है
","@sheetal_here it's not my work , lol . i was asleep . my team @OpIndia_com records everything
"
"क्या Tarun का फल तेज हैं ?
","is tarun ’ s heartbeat fast ?
"
"It has got nothing on ' दुल्हन की विदाई का वक्त बदलने hai'https :/ / twitter.com/krishashok/status/774288164135370752Â â € ¦
","It has got nothing on ‘ want to change bride ’ s farewell time ’ https://twitter.com/krishashok/status/774288164135370752
"
"Salman जी आपका favorite gAna कौनसा है bajrangi भाईजान film का ? ? ?
","salman which is your favorite song in bajrangi bhaijaan film
"
"@gurmeetramrahim नहीं मिलके दिल चुरा के चल दिए more सनम , हमने कहा ओ सुन लो जरा चलेंगे साथ थोड़े हूं , #blockbustermsg #mustwatchmsg
","@gurmeetramrahim you left me , my love , after meeting eyes and stealing my heart , i told you that listen , i will come with you , #blockbustermsg #mustwatchmsg
"
"RT @JantaKaReporter : After Yogeshwar , now Milkha Singh demands Salman Khan's removal as Olympics Goodwill ambassador https://t.co/8TuBX2uHE6
","reply to @JantaKaReporter : after yogeshwar , now milkha singh demands salman khan's removal as olympics goodwill ambassador https://t.co/8TuBX2uHE6
"
"memo add कर लो guys . . please . . bet जितनी है मको
","add me guys . . please . . i have to win the bet
"
"कुछ तो जरुर है :)
","It is definitely something .
"
"amit जी & शान are sad . . guddu class के बाहर घूम के आएगा
","amit ji and shaan are sad . guddu will wander outside the class .
"
"तुझे कुछ नहीं पता , claim न कर .
","you don't know anything , so don't claim anything .
"
"बेटा किसी और की entry होने दे सब पता चल जाएगा . . . :p
","son let someone else enter , then we will know .
"
"#GST से #profit किसी #GeneralPublic को यह #Government को .. @narendramodi @arunjaitley @aditi_tyagi @AmitShah
","#GST through #profit whom to #GeneralPublic or to #Government @narendramodi @arunjaitley @aditi_tyagi @AmitShah
"
"Pandya ! सारे पाप धो दी ! Hero बन जा अगले world cup तक के लिए !
","Pandya ! clean all your sins ! become a hero till the next world cup !
"
"@KyaUkhaadLega अरेरे 14th थी न घर वापसी ? कोई न call करता हूँ शाम में बात करते हैं
","@KyaUkhaadLega you were going to return on 14th ? No calls come talk evening
"
"आप वाली बाई . आप तो पूरा साफ .
","aap's ally , aap has been swept away .
"
"RT @faizansrkkhan : किंगों ... गाड़ी में कुछ थे क्या ? #DilwaleOnSony https://t.co/6qoSjTDhhw
","RT @faizansrkkhan : Kingo ... was there something in the car ? #DilwaleOnSony https://t.co/6qoSjTDhhw
"
"भाई ने कहा है कि वह busy है ... 6 बजे तक
","brother has said that he is busy till 6 o'clock
"
"@someUSER i'm in hawaii at the moment . home next friday night . don't want to come home .
","@some user Don't want to come home next friday because I am in the Hawai at the moment
"
"क्यों चलती है Pawan ? क्यों पीता है Gagan ? क्यों हकलाते हैं Chhagan ? ना तुम जानो ना हम .
","why does the wind move ? why does we water drink ? why does the idiot stutter ? neither you know nor we
"
"#Trump जब से आया है कुछ लोग तो बिल्कुल पागल हो गए हैं .. specially #radicals
","since #Trump came in power , some people have become completely mad especially #radicals
"
"सबने Usha की cap क्यों पहन रखी है ? #IPL
","why is everyone wearing usha cap ? #IPL
"
"है salman वै ...
","hi salman brother
"
"@ashutosh83B भाई पूछ रही हो या बता रही हूँ !
","@ashutosh83B are you telling me or asking ?
"
"RT @ShraddhaKapoor : अभी तो हमने start किया है ! Presenting the #BaaghiPoster . @iTigerShroff @BaaghiOffical @ngemovies @UTVfilms â  ¤ ï ¸  https : â € ¦
","RT @ShraddhaKapoor : we are just getting started now ! Presenting the #BaaghiPoster . @iTigerShroff @BaaghiOffical @ngemovies @UTVfilms https :
"
"#Rahulgandhi sir इतना shark size का घोटाला किया आपके पुरखों ने तो अब जबाब देना आपकी duty है अगर दम है तो accepted कीजिये नहीं तो हम innocent हैं बता दो ...
","#Rahulgandhi sir you and your party have done a lot of problems , you've to reply to us it's your duty . If you have guts then accept it otherwise tell that we are innocent
"
"sallu भाई ... ed की party अकेली ... है हमको भूल गए
","sallu brother ... celebrating eid alone ? you forgot us
"
"pop : will spy be the first korean to win a grammy ? : spy may qualify for the upcoming grammy awards . gangnam sty . . . http / URL
","kpop : will psy be the first korean to win a grammy ? psy may qualify for the upcoming grammy awards . gangnam style . http / URL
"
